"Energy","Electricity_Generation","Power_Sector_Emissions"
"Hydro_Bioenergy_and_Other_Renewables",0.93,0.17
"Hydro_Bioenergy_and_Other_Renewables",1.13,0.21
"Hydro_Bioenergy_and_Other_Renewables",1.02,0.19
"Hydro_Bioenergy_and_Other_Renewables",1.29,0.26
"Hydro_Bioenergy_and_Other_Renewables",1.76,0.33
"Hydro_Bioenergy_and_Other_Renewables",1.96,0.34
"Hydro_Bioenergy_and_Other_Renewables",1.75,0.31
"Hydro_Bioenergy_and_Other_Renewables",2,0.33
"Hydro_Bioenergy_and_Other_Renewables",1.27,0.25
"Hydro_Bioenergy_and_Other_Renewables",1.48,0.31
"Hydro_Bioenergy_and_Other_Renewables",0.94,0.18
"Hydro_Bioenergy_and_Other_Renewables",1.39,0.28
"Hydro_Bioenergy_and_Other_Renewables",1.51,0.3
"Hydro_Bioenergy_and_Other_Renewables",1,0.17
"Hydro_Bioenergy_and_Other_Renewables",1.03,0.16
"Hydro_Bioenergy_and_Other_Renewables",1.49,0.26
"Hydro_Bioenergy_and_Other_Renewables",1.55,0.27
"Hydro_Bioenergy_and_Other_Renewables",1.21,0.21
"Hydro_Bioenergy_and_Other_Renewables",1.24,0.22
"Hydro_Bioenergy_and_Other_Renewables",1.44,0.29
"Hydro_Bioenergy_and_Other_Renewables",1.55,0.31
"Hydro_Bioenergy_and_Other_Renewables",1.73,0.36
"Hydro_Bioenergy_and_Other_Renewables",1.31,0.28
"Hydro_Bioenergy_and_Other_Renewables",1.35,0.29
"Hydro_Bioenergy_and_Other_Renewables",1.57,0.32
"Hydro_Bioenergy_and_Other_Renewables",1.73,0.34
"Hydro_Bioenergy_and_Other_Renewables",2.14,0.4
"Hydro_Bioenergy_and_Other_Renewables",1.98,0.38
"Hydro_Bioenergy_and_Other_Renewables",2.09,0.39
"Hydro_Bioenergy_and_Other_Renewables",1.75,0.33
"Hydro_Bioenergy_and_Other_Renewables",1.52,0.28
"Hydro_Bioenergy_and_Other_Renewables",1.82,0.33
"Hydro_Bioenergy_and_Other_Renewables",1.41,0.28
"Hydro_Bioenergy_and_Other_Renewables",1.68,0.36
"Hydro_Bioenergy_and_Other_Renewables",1.61,0.33
"Hydro_Bioenergy_and_Other_Renewables",1.58,0.33
"Hydro_Bioenergy_and_Other_Renewables",1.69,0.33
"Hydro_Bioenergy_and_Other_Renewables",1.61,0.3
"Hydro_Bioenergy_and_Other_Renewables",1.58,0.28
"Hydro_Bioenergy_and_Other_Renewables",2.06,0.43
"Hydro_Bioenergy_and_Other_Renewables",2.45,0.47
"Hydro_Bioenergy_and_Other_Renewables",2.27,0.41
"Hydro_Bioenergy_and_Other_Renewables",1.94,0.34
"Hydro_Bioenergy_and_Other_Renewables",2.08,0.38
"Hydro_Bioenergy_and_Other_Renewables",1.74,0.35
"Hydro_Bioenergy_and_Other_Renewables",1.84,0.38
"Hydro_Bioenergy_and_Other_Renewables",1.77,0.36
"Hydro_Bioenergy_and_Other_Renewables",1.96,0.39
"Hydro_Bioenergy_and_Other_Renewables",1.4,0.28
"Hydro_Bioenergy_and_Other_Renewables",1.25,0.24
"Hydro_Bioenergy_and_Other_Renewables",1.71,0.32
"Hydro_Bioenergy_and_Other_Renewables",2.06,0.37
"Hydro_Bioenergy_and_Other_Renewables",2.29,0.43
"Hydro_Bioenergy_and_Other_Renewables",2,0.39
"Hydro_Bioenergy_and_Other_Renewables",1.82,0.36
"Hydro_Bioenergy_and_Other_Renewables",2.33,0.46
"Hydro_Bioenergy_and_Other_Renewables",1.7,0.33
"Hydro_Bioenergy_and_Other_Renewables",1.87,0.39
"Hydro_Bioenergy_and_Other_Renewables",1.71,0.37
"Hydro_Bioenergy_and_Other_Renewables",1.7,0.37
"Hydro_Bioenergy_and_Other_Renewables",1.43,0.3
"Hydro_Bioenergy_and_Other_Renewables",1.23,0.26
"Hydro_Bioenergy_and_Other_Renewables",1.97,0.38
"Hydro_Bioenergy_and_Other_Renewables",2.16,0.4
"Hydro_Bioenergy_and_Other_Renewables",2.32,0.45
"Hydro_Bioenergy_and_Other_Renewables",2.07,0.41
"Hydro_Bioenergy_and_Other_Renewables",1.87,0.34
"Hydro_Bioenergy_and_Other_Renewables",1.74,0.33
"Hydro_Bioenergy_and_Other_Renewables",1.37,0.27
"Hydro_Bioenergy_and_Other_Renewables",1.03,0.19
"Hydro_Bioenergy_and_Other_Renewables",1.25,0.24
"Hydro_Bioenergy_and_Other_Renewables",1.55,0.31
"Hydro_Bioenergy_and_Other_Renewables",1.53,0.32
"Hydro_Bioenergy_and_Other_Renewables",1.55,0.33
"Hydro_Bioenergy_and_Other_Renewables",23.89,1.5
"Hydro_Bioenergy_and_Other_Renewables",21.63,1.31
"Hydro_Bioenergy_and_Other_Renewables",24.93,1.45
"Hydro_Bioenergy_and_Other_Renewables",22.32,1.37
"Hydro_Bioenergy_and_Other_Renewables",23.57,1.4
"Hydro_Bioenergy_and_Other_Renewables",25.16,1.47
"Hydro_Bioenergy_and_Other_Renewables",22.73,1.45
"Hydro_Bioenergy_and_Other_Renewables",23.83,1.51
"Hydro_Bioenergy_and_Other_Renewables",19.55,1.32
"Hydro_Bioenergy_and_Other_Renewables",20.04,1.37
"Hydro_Bioenergy_and_Other_Renewables",19.83,1.33
"Hydro_Bioenergy_and_Other_Renewables",24.14,1.47
"Hydro_Bioenergy_and_Other_Renewables",26.82,1.58
"Hydro_Bioenergy_and_Other_Renewables",24.67,1.41
"Hydro_Bioenergy_and_Other_Renewables",25.77,1.51
"Hydro_Bioenergy_and_Other_Renewables",29.13,1.61
"Hydro_Bioenergy_and_Other_Renewables",31.75,1.69
"Hydro_Bioenergy_and_Other_Renewables",33.19,1.78
"Hydro_Bioenergy_and_Other_Renewables",30.55,1.75
"Hydro_Bioenergy_and_Other_Renewables",26.15,1.63
"Hydro_Bioenergy_and_Other_Renewables",22.11,1.5
"Hydro_Bioenergy_and_Other_Renewables",22.29,1.5
"Hydro_Bioenergy_and_Other_Renewables",24.63,1.52
"Hydro_Bioenergy_and_Other_Renewables",26.73,1.59
"Hydro_Bioenergy_and_Other_Renewables",25.66,1.59
"Hydro_Bioenergy_and_Other_Renewables",24.22,1.44
"Hydro_Bioenergy_and_Other_Renewables",29.05,1.63
"Hydro_Bioenergy_and_Other_Renewables",29.73,1.62
"Hydro_Bioenergy_and_Other_Renewables",34.2,1.7
"Hydro_Bioenergy_and_Other_Renewables",33.36,1.71
"Hydro_Bioenergy_and_Other_Renewables",30.1,1.73
"Hydro_Bioenergy_and_Other_Renewables",28.08,1.66
"Hydro_Bioenergy_and_Other_Renewables",23.29,1.49
"Hydro_Bioenergy_and_Other_Renewables",23.43,1.5
"Hydro_Bioenergy_and_Other_Renewables",24.57,1.51
"Hydro_Bioenergy_and_Other_Renewables",29.34,1.69
"Hydro_Bioenergy_and_Other_Renewables",28.09,1.63
"Hydro_Bioenergy_and_Other_Renewables",25.67,1.52
"Hydro_Bioenergy_and_Other_Renewables",27.92,1.6
"Hydro_Bioenergy_and_Other_Renewables",25.76,1.54
"Hydro_Bioenergy_and_Other_Renewables",28.89,1.61
"Hydro_Bioenergy_and_Other_Renewables",30.14,1.65
"Hydro_Bioenergy_and_Other_Renewables",28.64,1.68
"Hydro_Bioenergy_and_Other_Renewables",26.68,1.62
"Hydro_Bioenergy_and_Other_Renewables",25.31,1.52
"Hydro_Bioenergy_and_Other_Renewables",23.95,1.53
"Hydro_Bioenergy_and_Other_Renewables",25.81,1.54
"Hydro_Bioenergy_and_Other_Renewables",31.41,1.72
"Hydro_Bioenergy_and_Other_Renewables",29.41,1.68
"Hydro_Bioenergy_and_Other_Renewables",26.5,1.51
"Hydro_Bioenergy_and_Other_Renewables",28.21,1.64
"Hydro_Bioenergy_and_Other_Renewables",28.17,1.58
"Hydro_Bioenergy_and_Other_Renewables",32.52,1.71
"Hydro_Bioenergy_and_Other_Renewables",32.12,1.72
"Hydro_Bioenergy_and_Other_Renewables",31.4,1.76
"Hydro_Bioenergy_and_Other_Renewables",26.96,1.65
"Hydro_Bioenergy_and_Other_Renewables",22.44,1.49
"Hydro_Bioenergy_and_Other_Renewables",23.1,1.49
"Hydro_Bioenergy_and_Other_Renewables",24.5,1.53
"Hydro_Bioenergy_and_Other_Renewables",27.39,1.64
"Hydro_Bioenergy_and_Other_Renewables",32.94,1.81
"Hydro_Bioenergy_and_Other_Renewables",29.75,1.61
"Hydro_Bioenergy_and_Other_Renewables",30,1.68
"Hydro_Bioenergy_and_Other_Renewables",33.31,1.68
"Hydro_Bioenergy_and_Other_Renewables",35.88,1.78
"Hydro_Bioenergy_and_Other_Renewables",34.99,1.78
"Hydro_Bioenergy_and_Other_Renewables",30.9,1.76
"Hydro_Bioenergy_and_Other_Renewables",27.19,1.67
"Hydro_Bioenergy_and_Other_Renewables",22.36,1.5
"Hydro_Bioenergy_and_Other_Renewables",22.38,1.5
"Hydro_Bioenergy_and_Other_Renewables",25.47,1.56
"Hydro_Bioenergy_and_Other_Renewables",26.96,1.64
"Hydro_Bioenergy_and_Other_Renewables",31.68,1.79
"Hydro_Bioenergy_and_Other_Renewables",23.46,1.44
"Hydro_Bioenergy_and_Other_Renewables",29.39,1.65
"Hydro_Bioenergy_and_Other_Renewables",28.99,1.59
"Hydro_Bioenergy_and_Other_Renewables",31.08,1.67
"Hydro_Bioenergy_and_Other_Renewables",28.14,1.64
"Hydro_Bioenergy_and_Other_Renewables",28.01,1.7
"Hydro_Bioenergy_and_Other_Renewables",25.41,1.63
"Hydro_Bioenergy_and_Other_Renewables",19.91,1.47
"Hydro_Bioenergy_and_Other_Renewables",19.97,1.46
"Hydro_Bioenergy_and_Other_Renewables",20.93,1.49
"Hydro_Bioenergy_and_Other_Renewables",23.84,1.58
"Hydro_Bioenergy_and_Other_Renewables",25.98,1.62
"Hydro_Bioenergy_and_Other_Renewables",23.8,1.49
"Hydro_Bioenergy_and_Other_Renewables",26.97,1.62
"Hydro_Bioenergy_and_Other_Renewables",27.75,1.6
"Hydro_Bioenergy_and_Other_Renewables",32.29,1.7
"Hydro_Bioenergy_and_Other_Renewables",34.69,1.8
"Hydro_Bioenergy_and_Other_Renewables",30.98,1.78
"Hydro_Bioenergy_and_Other_Renewables",26.72,1.66
"Hydro_Bioenergy_and_Other_Renewables",21.38,1.46
"Hydro_Bioenergy_and_Other_Renewables",20.8,1.46
"Hydro_Bioenergy_and_Other_Renewables",20.94,1.45
"Hydro_Bioenergy_and_Other_Renewables",26.11,1.57
"Hydro_Bioenergy_and_Other_Renewables",28.77,1.63
"Hydro_Bioenergy_and_Other_Renewables",22.75,1.42
"Hydro_Bioenergy_and_Other_Renewables",27.28,1.6
"Hydro_Bioenergy_and_Other_Renewables",30.93,1.63
"Hydro_Bioenergy_and_Other_Renewables",34.71,1.73
"Hydro_Bioenergy_and_Other_Renewables",34.78,1.8
"Hydro_Bioenergy_and_Other_Renewables",29.01,1.72
"Hydro_Bioenergy_and_Other_Renewables",25.18,1.65
"Hydro_Bioenergy_and_Other_Renewables",22.79,1.51
"Hydro_Bioenergy_and_Other_Renewables",25.1,1.56
"Hydro_Bioenergy_and_Other_Renewables",26.57,1.61
"Hydro_Bioenergy_and_Other_Renewables",30.49,1.73
"Hydro_Bioenergy_and_Other_Renewables",27.76,1.63
"Hydro_Bioenergy_and_Other_Renewables",25.68,1.51
"Hydro_Bioenergy_and_Other_Renewables",26.55,1.62
"Hydro_Bioenergy_and_Other_Renewables",24.49,1.53
"Hydro_Bioenergy_and_Other_Renewables",30.42,1.67
"Hydro_Bioenergy_and_Other_Renewables",35.36,1.85
"Hydro_Bioenergy_and_Other_Renewables",30.18,1.77
"Hydro_Bioenergy_and_Other_Renewables",25.78,1.66
"Hydro_Bioenergy_and_Other_Renewables",22.82,1.54
"Hydro_Bioenergy_and_Other_Renewables",23.02,1.51
"Hydro_Bioenergy_and_Other_Renewables",25.05,1.59
"Hydro_Bioenergy_and_Other_Renewables",28.9,1.72
"Hydro_Bioenergy_and_Other_Renewables",31.02,1.75
"Hydro_Bioenergy_and_Other_Renewables",29.3,1.62
"Hydro_Bioenergy_and_Other_Renewables",36.78,1.86
"Hydro_Bioenergy_and_Other_Renewables",36.27,1.78
"Hydro_Bioenergy_and_Other_Renewables",37.85,1.82
"Hydro_Bioenergy_and_Other_Renewables",37.65,1.93
"Hydro_Bioenergy_and_Other_Renewables",36.9,1.94
"Hydro_Bioenergy_and_Other_Renewables",31.42,1.82
"Hydro_Bioenergy_and_Other_Renewables",26.79,1.65
"Hydro_Bioenergy_and_Other_Renewables",25.05,1.56
"Hydro_Bioenergy_and_Other_Renewables",26.26,1.64
"Hydro_Bioenergy_and_Other_Renewables",29.62,1.78
"Hydro_Bioenergy_and_Other_Renewables",28.93,1.73
"Hydro_Bioenergy_and_Other_Renewables",25.86,1.59
"Hydro_Bioenergy_and_Other_Renewables",31.58,1.74
"Hydro_Bioenergy_and_Other_Renewables",31.57,1.66
"Hydro_Bioenergy_and_Other_Renewables",34.16,1.79
"Hydro_Bioenergy_and_Other_Renewables",32.12,1.76
"Hydro_Bioenergy_and_Other_Renewables",32.26,1.84
"Hydro_Bioenergy_and_Other_Renewables",28.9,1.76
"Hydro_Bioenergy_and_Other_Renewables",23.32,1.58
"Hydro_Bioenergy_and_Other_Renewables",22.28,1.55
"Hydro_Bioenergy_and_Other_Renewables",24.54,1.61
"Hydro_Bioenergy_and_Other_Renewables",28.94,1.77
"Hydro_Bioenergy_and_Other_Renewables",30.83,1.8
"Hydro_Bioenergy_and_Other_Renewables",25.93,1.59
"Hydro_Bioenergy_and_Other_Renewables",26.51,1.69
"Hydro_Bioenergy_and_Other_Renewables",30.61,1.69
"Hydro_Bioenergy_and_Other_Renewables",34.39,1.86
"Hydro_Bioenergy_and_Other_Renewables",33.37,1.86
"Hydro_Bioenergy_and_Other_Renewables",33.58,1.93
"Hydro_Bioenergy_and_Other_Renewables",27.97,1.82
"Hydro_Bioenergy_and_Other_Renewables",22.89,1.62
"Hydro_Bioenergy_and_Other_Renewables",23.26,1.62
"Hydro_Bioenergy_and_Other_Renewables",23.66,1.65
"Hydro_Bioenergy_and_Other_Renewables",27.52,1.8
"Hydro_Bioenergy_and_Other_Renewables",28.18,1.82
"Hydro_Bioenergy_and_Other_Renewables",23.11,1.6
"Hydro_Bioenergy_and_Other_Renewables",30.64,1.88
"Hydro_Bioenergy_and_Other_Renewables",31.41,1.81
"Hydro_Bioenergy_and_Other_Renewables",32.41,1.85
"Hydro_Bioenergy_and_Other_Renewables",31.83,1.9
"Hydro_Bioenergy_and_Other_Renewables",30.88,1.94
"Hydro_Bioenergy_and_Other_Renewables",25.94,1.81
"Hydro_Bioenergy_and_Other_Renewables",22.07,1.62
"Hydro_Bioenergy_and_Other_Renewables",23.21,1.63
"Hydro_Bioenergy_and_Other_Renewables",24.65,1.68
"Hydro_Bioenergy_and_Other_Renewables",28.72,1.84
"Hydro_Bioenergy_and_Other_Renewables",30.39,1.87
"Hydro_Bioenergy_and_Other_Renewables",27.99,1.7
"Hydro_Bioenergy_and_Other_Renewables",30.43,1.81
"Hydro_Bioenergy_and_Other_Renewables",28.51,1.73
"Hydro_Bioenergy_and_Other_Renewables",26.29,1.7
"Hydro_Bioenergy_and_Other_Renewables",26.6,1.74
"Hydro_Bioenergy_and_Other_Renewables",27.66,1.87
"Hydro_Bioenergy_and_Other_Renewables",25.55,1.8
"Hydro_Bioenergy_and_Other_Renewables",22.01,1.63
"Hydro_Bioenergy_and_Other_Renewables",22.61,1.61
"Hydro_Bioenergy_and_Other_Renewables",25.7,1.73
"Hydro_Bioenergy_and_Other_Renewables",29.82,1.88
"Hydro_Bioenergy_and_Other_Renewables",32.02,1.9
"Hydro_Bioenergy_and_Other_Renewables",30.09,1.8
"Hydro_Bioenergy_and_Other_Renewables",33.54,1.9
"Hydro_Bioenergy_and_Other_Renewables",31.42,1.76
"Hydro_Bioenergy_and_Other_Renewables",31.61,1.82
"Hydro_Bioenergy_and_Other_Renewables",29.2,1.8
"Hydro_Bioenergy_and_Other_Renewables",27.48,1.82
"Hydro_Bioenergy_and_Other_Renewables",25.57,1.78
"Hydro_Bioenergy_and_Other_Renewables",22.14,1.62
"Hydro_Bioenergy_and_Other_Renewables",23,1.57
"Hydro_Bioenergy_and_Other_Renewables",24.84,1.7
"Hydro_Bioenergy_and_Other_Renewables",28.78,1.86
"Hydro_Bioenergy_and_Other_Renewables",33,1.92
"Hydro_Bioenergy_and_Other_Renewables",29.49,1.73
"Hydro_Bioenergy_and_Other_Renewables",35.78,1.97
"Hydro_Bioenergy_and_Other_Renewables",35.2,1.87
"Hydro_Bioenergy_and_Other_Renewables",38.52,1.98
"Hydro_Bioenergy_and_Other_Renewables",36.52,1.97
"Hydro_Bioenergy_and_Other_Renewables",32.74,1.94
"Hydro_Bioenergy_and_Other_Renewables",28.34,1.84
"Hydro_Bioenergy_and_Other_Renewables",24.87,1.65
"Hydro_Bioenergy_and_Other_Renewables",23.48,1.62
"Hydro_Bioenergy_and_Other_Renewables",25.94,1.72
"Hydro_Bioenergy_and_Other_Renewables",28.6,1.86
"Hydro_Bioenergy_and_Other_Renewables",31.36,1.91
"Hydro_Bioenergy_and_Other_Renewables",30.81,1.78
"Hydro_Bioenergy_and_Other_Renewables",32.11,1.9
"Hydro_Bioenergy_and_Other_Renewables",33.76,1.83
"Hydro_Bioenergy_and_Other_Renewables",36.51,1.94
"Hydro_Bioenergy_and_Other_Renewables",33.65,1.89
"Hydro_Bioenergy_and_Other_Renewables",31.33,1.91
"Hydro_Bioenergy_and_Other_Renewables",28.03,1.8
"Hydro_Bioenergy_and_Other_Renewables",24.76,1.62
"Hydro_Bioenergy_and_Other_Renewables",25.29,1.65
"Hydro_Bioenergy_and_Other_Renewables",27.89,1.72
"Hydro_Bioenergy_and_Other_Renewables",28.93,1.79
"Hydro_Bioenergy_and_Other_Renewables",31,1.82
"Hydro_Bioenergy_and_Other_Renewables",28.32,1.63
"Hydro_Bioenergy_and_Other_Renewables",32.19,1.78
"Hydro_Bioenergy_and_Other_Renewables",33.29,1.71
"Hydro_Bioenergy_and_Other_Renewables",37.56,1.87
"Hydro_Bioenergy_and_Other_Renewables",33.76,1.8
"Hydro_Bioenergy_and_Other_Renewables",30.75,1.81
"Hydro_Bioenergy_and_Other_Renewables",28.56,1.77
"Hydro_Bioenergy_and_Other_Renewables",23.96,1.57
"Hydro_Bioenergy_and_Other_Renewables",23.71,1.54
"Hydro_Bioenergy_and_Other_Renewables",25.35,1.58
"Hydro_Bioenergy_and_Other_Renewables",27.12,1.69
"Hydro_Bioenergy_and_Other_Renewables",30.25,1.77
"Hydro_Bioenergy_and_Other_Renewables",31.48,1.72
"Hydro_Bioenergy_and_Other_Renewables",29.76,1.73
"Hydro_Bioenergy_and_Other_Renewables",28.65,1.61
"Hydro_Bioenergy_and_Other_Renewables",35.48,1.8
"Hydro_Bioenergy_and_Other_Renewables",33.05,1.69
"Hydro_Bioenergy_and_Other_Renewables",31.95,1.73
"Hydro_Bioenergy_and_Other_Renewables",28.54,1.68
"Hydro_Bioenergy_and_Other_Renewables",23.82,1.5
"Hydro_Bioenergy_and_Other_Renewables",24.01,1.49
"Hydro_Bioenergy_and_Other_Renewables",26.32,1.55
"Hydro_Bioenergy_and_Other_Renewables",27.24,1.64
"Hydro_Bioenergy_and_Other_Renewables",31.66,1.79
"Hydro_Bioenergy_and_Other_Renewables",26.85,1.56
"Hydro_Bioenergy_and_Other_Renewables",27.41,1.67
"Hydro_Bioenergy_and_Other_Renewables",24.52,1.48
"Hydro_Bioenergy_and_Other_Renewables",28.39,1.66
"Hydro_Bioenergy_and_Other_Renewables",29.79,1.7
"Hydro_Bioenergy_and_Other_Renewables",27.64,1.67
"Hydro_Bioenergy_and_Other_Renewables",26.52,1.66
"Hydro_Bioenergy_and_Other_Renewables",23.47,1.52
"Hydro_Bioenergy_and_Other_Renewables",23.38,1.51
"Hydro_Bioenergy_and_Other_Renewables",25.73,1.52
"Hydro_Bioenergy_and_Other_Renewables",31.44,1.76
"Hydro_Bioenergy_and_Other_Renewables",32.59,1.75
"Hydro_Bioenergy_and_Other_Renewables",28.84,1.61
"Hydro_Bioenergy_and_Other_Renewables",31.62,1.7
"Hydro_Bioenergy_and_Other_Renewables",25.31,1.47
"Hydro_Bioenergy_and_Other_Renewables",29.34,1.65
"Hydro_Bioenergy_and_Other_Renewables",32.45,1.77
"Hydro_Bioenergy_and_Other_Renewables",31.39,1.8
"Hydro_Bioenergy_and_Other_Renewables",28.79,1.7
"Hydro_Bioenergy_and_Other_Renewables",23.98,1.51
"Hydro_Bioenergy_and_Other_Renewables",20.58,1.42
"Hydro_Bioenergy_and_Other_Renewables",0.91,0.04
"Hydro_Bioenergy_and_Other_Renewables",0.71,0.04
"Hydro_Bioenergy_and_Other_Renewables",0.69,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.65,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.86,0.04
"Hydro_Bioenergy_and_Other_Renewables",0.51,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.7,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.86,0.04
"Hydro_Bioenergy_and_Other_Renewables",0.52,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.67,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.92,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.68,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.5,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.42,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.3,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.17,0.02
"Hydro_Bioenergy_and_Other_Renewables",0.28,0.02
"Hydro_Bioenergy_and_Other_Renewables",0.62,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.72,0.04
"Hydro_Bioenergy_and_Other_Renewables",0.49,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.47,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.44,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.28,0.02
"Hydro_Bioenergy_and_Other_Renewables",0.28,0.02
"Hydro_Bioenergy_and_Other_Renewables",0.34,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.54,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.26,0.02
"Hydro_Bioenergy_and_Other_Renewables",0.39,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.42,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.7,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.71,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.58,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.78,0.04
"Hydro_Bioenergy_and_Other_Renewables",0.71,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.4,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.35,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.27,0.02
"Hydro_Bioenergy_and_Other_Renewables",0.23,0.02
"Hydro_Bioenergy_and_Other_Renewables",0.33,0.02
"Hydro_Bioenergy_and_Other_Renewables",0.58,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.66,0.03
"Hydro_Bioenergy_and_Other_Renewables",0.79,0.04
"Hydro_Bioenergy_and_Other_Renewables",0.92,0.04
"Hydro_Bioenergy_and_Other_Renewables",0.95,0.04
"Hydro_Bioenergy_and_Other_Renewables",3.39,0.08
"Hydro_Bioenergy_and_Other_Renewables",5.33,0.13
"Hydro_Bioenergy_and_Other_Renewables",4.11,0.1
"Hydro_Bioenergy_and_Other_Renewables",5.44,0.13
"Hydro_Bioenergy_and_Other_Renewables",5.47,0.13
"Hydro_Bioenergy_and_Other_Renewables",6.12,0.15
"Hydro_Bioenergy_and_Other_Renewables",6.9,0.17
"Hydro_Bioenergy_and_Other_Renewables",7.97,0.19
"Hydro_Bioenergy_and_Other_Renewables",7.25,0.17
"Hydro_Bioenergy_and_Other_Renewables",6.24,0.15
"Hydro_Bioenergy_and_Other_Renewables",6.8,0.16
"Hydro_Bioenergy_and_Other_Renewables",6.99,0.17
"Hydro_Bioenergy_and_Other_Renewables",2.08,0.05
"Hydro_Bioenergy_and_Other_Renewables",3.9,0.09
"Hydro_Bioenergy_and_Other_Renewables",2.95,0.07
"Hydro_Bioenergy_and_Other_Renewables",2.67,0.06
"Hydro_Bioenergy_and_Other_Renewables",4.12,0.1
"Hydro_Bioenergy_and_Other_Renewables",5.83,0.14
"Hydro_Bioenergy_and_Other_Renewables",7.67,0.18
"Hydro_Bioenergy_and_Other_Renewables",9.81,0.24
"Hydro_Bioenergy_and_Other_Renewables",9.35,0.22
"Hydro_Bioenergy_and_Other_Renewables",10.54,0.25
"Hydro_Bioenergy_and_Other_Renewables",7.94,0.19
"Hydro_Bioenergy_and_Other_Renewables",9.25,0.22
"Hydro_Bioenergy_and_Other_Renewables",3.44,0.08
"Hydro_Bioenergy_and_Other_Renewables",5.89,0.14
"Hydro_Bioenergy_and_Other_Renewables",4.53,0.11
"Hydro_Bioenergy_and_Other_Renewables",4.53,0.11
"Hydro_Bioenergy_and_Other_Renewables",5.62,0.13
"Hydro_Bioenergy_and_Other_Renewables",6.45,0.15
"Hydro_Bioenergy_and_Other_Renewables",7.83,0.19
"Hydro_Bioenergy_and_Other_Renewables",8.21,0.2
"Hydro_Bioenergy_and_Other_Renewables",8.18,0.2
"Hydro_Bioenergy_and_Other_Renewables",8.81,0.21
"Hydro_Bioenergy_and_Other_Renewables",8.55,0.21
"Hydro_Bioenergy_and_Other_Renewables",6.71,0.16
"Hydro_Bioenergy_and_Other_Renewables",5.04,0.12
"Hydro_Bioenergy_and_Other_Renewables",5.81,0.14
"Hydro_Bioenergy_and_Other_Renewables",6.99,0.17
"Hydro_Bioenergy_and_Other_Renewables",4.38,0.11
"Hydro_Bioenergy_and_Other_Renewables",8.31,0.2
"Hydro_Bioenergy_and_Other_Renewables",11.05,0.27
"Hydro_Bioenergy_and_Other_Renewables",11,0.26
"Hydro_Bioenergy_and_Other_Renewables",10.67,0.26
"Hydro_Bioenergy_and_Other_Renewables",365.11,16.91
"Hydro_Bioenergy_and_Other_Renewables",340.73,15.34
"Hydro_Bioenergy_and_Other_Renewables",368.33,16.36
"Hydro_Bioenergy_and_Other_Renewables",367.37,15.62
"Hydro_Bioenergy_and_Other_Renewables",411.37,16.75
"Hydro_Bioenergy_and_Other_Renewables",407.22,16.51
"Hydro_Bioenergy_and_Other_Renewables",435.75,17.79
"Hydro_Bioenergy_and_Other_Renewables",424.12,17.62
"Hydro_Bioenergy_and_Other_Renewables",385.61,16.12
"Hydro_Bioenergy_and_Other_Renewables",372.72,15.94
"Hydro_Bioenergy_and_Other_Renewables",362.12,16.14
"Hydro_Bioenergy_and_Other_Renewables",361.77,16.93
"Hydro_Bioenergy_and_Other_Renewables",346.17,15.83
"Hydro_Bioenergy_and_Other_Renewables",344.28,15.31
"Hydro_Bioenergy_and_Other_Renewables",373.26,16.3
"Hydro_Bioenergy_and_Other_Renewables",346.65,15.3
"Hydro_Bioenergy_and_Other_Renewables",383.45,16.35
"Hydro_Bioenergy_and_Other_Renewables",418.48,16.87
"Hydro_Bioenergy_and_Other_Renewables",461.23,18.32
"Hydro_Bioenergy_and_Other_Renewables",447.83,18.22
"Hydro_Bioenergy_and_Other_Renewables",427.08,17.22
"Hydro_Bioenergy_and_Other_Renewables",423.02,17.17
"Hydro_Bioenergy_and_Other_Renewables",360.78,16.32
"Hydro_Bioenergy_and_Other_Renewables",369.85,17.52
"Hydro_Bioenergy_and_Other_Renewables",365.76,17.31
"Hydro_Bioenergy_and_Other_Renewables",349.73,16.33
"Hydro_Bioenergy_and_Other_Renewables",362.93,17.27
